PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
619,1,1,"Synth0619, Miss. Passenger",female,15.0,1,0,TS371807,209.8655,,S
620,0,1,"Synth0620, Mr. Passenger",male,,0,2,TS240626,35.422,,C
621,0,3,"Synth0621, Miss. Passenger",male,,1,0,TS412164,20.5739,,S
622,0,3,"Synth0622, Mr. Passenger",male,36.1,1,0,TS246668,12.3628,,S
623,0,3,"Synth0623, Mrs. Passenger",female,43.3,0,0,TS301108,11.0168,E39,S
624,1,3,"Synth0624, Miss. Passenger",female,38.6,0,2,TS185787,6.5537,,C
625,0,3,"Synth0625, Mr. Passenger",male,40.8,0,2,TS376980,17.5109,,S
626,0,2,"Synth0626, Miss. Passenger",male,14.0,0,0,TS631851,28.0447,,S
627,1,3,"Synth0627, Mrs. Passenger",female,,1,0,TS378277,31.738,,S
628,0,1,"Synth0628, Miss. Passenger",male,17.9,0,0,TS142910,139.0512,,S
629,0,3,"Synth0629, Mr. Passenger",male,,0,1,TS801322,9.6601,E2,C
630,0,3,"Synth0630, Mr. Passenger",male,32.4,0,1,TS431954,7.8697,D9,S
631,0,3,"Synth0631, Mr. Passenger",male,,0,1,TS584232,6.5581,,Q
632,1,3,"Synth0632, Master. Passenger",female,33.4,1,0,TS523809,27.155,A125,S
633,1,1,"Synth0633, Mr. Passenger",female,18.0,0,0,TS506776,56.9247,,S
634,1,2,"Synth0634, Mr. Passenger",female,,0,0,TS438795,41.9235,,S
635,1,1,"Synth0635, Miss. Passenger",male,,1,0,TS755906,109.2188,,S
636,0,1,"Synth0636, Mr. Passenger",male,31.4,2,0,TS855073,99.0642,,S
637,0,3,"Synth0637, Mrs. Passenger",male,,0,0,TS903982,11.1508,,S
638,0,3,"Synth0638, Mr. Passenger",male,28.4,2,0,TS443725,18.0887,B46,S
639,0,3,"Synth0639, Mrs. Passenger",male,10.7,0,1,TS341570,12.8998,,S
640,0,3,"Synth0640, Mr. Passenger",male,41.6,1,1,TS083749,10.8086,,S
641,0,3,"Synth0641, Mr. Passenger",male,,0,1,TS443282,18.4111,,Q
642,0,3,"Synth0642, Mr. Passenger",male,33.4,0,1,TS992206,12.0971,F10,S
643,0,1,"Synth0643, Mr. Passenger",female,20.6,0,0,TS260991,56.3538,,S
644,0,1,"Synth0644, Mr. Passenger",male,50.4,0,0,TS845137,113.3783,F41,S
645,0,3,"Synth0645, Mr. Passenger",male,,0,0,TS756865,12.5907,C37,S
646,0,3,"Synth0646, Mrs. Passenger",female,24.6,0,0,TS660382,16.6,,S
647,1,1,"Synth0647, Mr. Passenger",female,30.4,0,0,TS565708,66.946,,Q
648,0,3,"Synth0648, Mr. Passenger",female,,0,0,TS756566,7.1021,,S
649,0,3,"Synth0649, Mr. Passenger",male,,0,1,TS099312,30.9535,B139,C
650,1,1,"Synth0650, Mr. Passenger",female,50.0,0,0,TS129062,182.0211,,S
651,0,2,"Synth0651, Mrs. Passenger",male,22.6,2,2,TS196513,31.113,,C
652,0,3,"Synth0652, Mr. Passenger",male,34.1,3,3,TS766148,10.7086,,S
653,0,3,"Synth0653, Miss. Passenger",male,0.4,0,2,TS432626,11.1874,,Q
654,0,1,"Synth0654, Mrs. Passenger",male,28.5,0,0,TS208540,167.6671,F118,S
655,0,3,"Synth0655, Miss. Passenger",male,24.9,0,1,TS045839,10.8921,,S
656,0,2,"Synth0656, Mrs. Passenger",male,18.4,0,1,TS489486,14.5771,,S
657,1,3,"Synth0657, Mr. Passenger",female,43.1,1,1,TS399256,33.1508,,S
658,0,2,"Synth0658, Master. Passenger",male,24.8,0,0,TS178804,19.5289,,S
659,0,3,"Synth0659, Miss. Passenger",male,26.7,0,0,TS024267,31.474,B12,S
660,0,2,"Synth0660, Mr. Passenger",male,24.1,0,2,TS754030,9.9397,,S
661,0,2,"Synth0661, Mr. Passenger",male,,0,0,TS779551,25.9151,F87,C
662,0,3,"Synth0662, Mr. Passenger",male,,1,0,TS246687,36.6162,,S
663,0,1,"Synth0663, Mrs. Passenger",male,41.5,0,0,TS494207,85.2589,,C
664,0,1,"Synth0664, Mr. Passenger",male,1.6,0,0,TS253954,73.6125,F65,S
665,1,2,"Synth0665, Mrs. Passenger",female,,0,0,TS409462,11.1546,,S
666,1,3,"Synth0666, Mr. Passenger",female,,2,4,TS110113,22.3342,,S
667,0,3,"Synth0667, Mr. Passenger",male,51.7,0,1,TS946313,8.8453,,S
668,0,3,"Synth0668, Mr. Passenger",male,39.0,1,2,TS720885,12.3981,,S
669,1,2,"Synth0669, Mr. Passenger",female,,1,0,TS901163,10.7885,B97,S
670,0,2,"Synth0670, Mr. Passenger",female,,0,0,TS296548,43.5618,A43,S
671,0,1,"Synth0671, Miss. Passenger",male,19.4,1,0,TS873024,149.644,,S
672,0,3,"Synth0672, Mr. Passenger",female,42.1,0,0,TS518761,12.7963,,S
673,0,3,"Synth0673, Master. Passenger",female,11.3,0,0,TS198935,7.3,,S
674,1,3,"Synth0674, Miss. Passenger",female,43.0,0,1,TS332910,28.0196,A19,C
675,0,3,"Synth0675, Miss. Passenger",male,23.7,0,4,TS811711,10.8264,,S
676,1,2,"Synth0676, Mr. Passenger",male,15.6,0,0,TS774925,11.509,F146,S
677,0,3,"Synth0677, Miss. Passenger",male,26.2,0,0,TS720512,5.3865,,S
678,0,3,"Synth0678, Master. Passenger",male,32.6,0,0,TS227256,9.4118,,C
679,0,1,"Synth0679, Mrs. Passenger",male,22.6,0,0,TS648114,40.589,,S
680,0,2,"Synth0680, Mr. Passenger",male,36.2,0,0,TS940892,14.6483,,S
681,1,1,"Synth0681, Mrs. Passenger",male,21.4,0,0,TS049707,121.8781,,C
682,0,1,"Synth0682, Mr. Passenger",male,37.1,0,0,TS322018,69.6245,,C
683,1,1,"Synth0683, Mr. Passenger",female,34.7,5,0,TS081271,100.3499,,S
684,0,3,"Synth0684, Mrs. Passenger",male,28.2,2,1,TS104747,9.0547,,S
685,0,3,"Synth0685, Miss. Passenger",male,23.3,0,0,TS997802,13.4306,,S
686,1,2,"Synth0686, Mr. Passenger",female,31.0,0,0,TS241064,52.2575,,S
687,1,2,"Synth0687, Mr. Passenger",female,36.2,0,0,TS180193,16.8019,F124,C
688,1,3,"Synth0688, Miss. Passenger",female,55.8,1,0,TS074866,15.7551,,S
689,1,3,"Synth0689, Mr. Passenger",female,,0,0,TS981024,5.9428,C20,S
690,0,3,"Synth0690, Mr. Passenger",female,41.7,1,1,TS469269,27.7991,A36,S
691,0,2,"Synth0691, Mrs. Passenger",male,69.2,0,1,TS791584,15.7545,,S
692,0,3,"Synth0692, Miss. Passenger",male,35.7,0,0,TS251000,21.9818,,S
693,0,1,"Synth0693, Mr. Passenger",male,35.3,1,0,TS641265,78.9825,D132,S
694,1,2,"Synth0694, Mr. Passenger",male,,0,0,TS886159,27.1539,,S
695,1,3,"Synth0695, Mr. Passenger",female,15.9,1,0,TS671461,18.1824,D48,S
696,0,3,"Synth0696, Mr. Passenger",male,23.2,0,0,TS517610,10.3681,,S
697,0,3,"Synth0697, Miss. Passenger",male,,0,1,TS211327,22.4413,,S
698,0,3,"Synth0698, Miss. Passenger",male,37.4,0,0,TS234134,8.8947,,S
699,0,3,"Synth0699, Mr. Passenger",male,,0,0,TS597256,19.1809,,S
700,0,2,"Synth0700, Mr. Passenger",male,30.8,0,0,TS451818,16.455,D94,C
701,1,2,"Synth0701, Mr. Passenger",male,43.1,0,0,TS047400,23.8197,,Q
702,1,2,"Synth0702, Mr. Passenger",female,40.2,0,2,TS196798,15.8748,B144,Q
703,0,1,"Synth0703, Mr. Passenger",male,26.9,0,0,TS432582,86.1254,,S
704,1,3,"Synth0704, Mr. Passenger",female,,0,0,TS179550,7.5959,,S
705,0,2,"Synth0705, Miss. Passenger",female,,0,0,TS554388,22.6353,A78,S
706,0,3,"Synth0706, Mr. Passenger",male,,0,1,TS301355,13.2904,,S
707,0,3,"Synth0707, Mrs. Passenger",male,8.1,0,0,TS292231,9.9232,,S
708,0,3,"Synth0708, Mr. Passenger",female,24.9,1,0,TS109193,12.6472,D109,S
709,0,2,"Synth0709, Miss. Passenger",male,31.2,0,0,TS503724,21.386,E36,S
710,1,3,"Synth0710, Master. Passenger",female,39.1,0,0,TS189458,9.5522,,S
711,0,3,"Synth0711, Mr. Passenger",male,40.8,1,1,TS630771,12.1894,,S
712,0,3,"Synth0712, Mr. Passenger",female,32.7,0,0,TS938107,7.863,F73,S
713,0,3,"Synth0713, Miss. Passenger",female,36.6,0,0,TS912321,42.0061,,S
714,0,3,"Synth0714, Mr. Passenger",male,29.8,1,0,TS667135,22.0764,,Q
715,0,3,"Synth0715, Mr. Passenger",male,20.2,0,0,TS807642,14.902,,S
716,1,1,"Synth0716, Mr. Passenger",female,25.6,0,0,TS921180,150.9386,,S
717,0,3,"Synth0717, Miss. Passenger",male,29.2,1,1,TS682075,4.8323,F43,S
718,0,1,"Synth0718, Mr. Passenger",male,,3,0,TS257589,23.3822,,S
719,1,3,"Synth0719, Mr. Passenger",male,,0,0,TS501332,10.6473,A67,S
720,0,3,"Synth0720, Mr. Passenger",male,23.8,0,0,TS857155,6.5252,,S
721,0,3,"Synth0721, Mrs. Passenger",female,29.7,1,0,TS668316,11.5496,,Q
722,0,2,"Synth0722, Mr. Passenger",female,25.3,0,0,TS362910,22.166,,S
723,0,1,"Synth0723, Miss. Passenger",male,25.8,0,0,TS169244,133.0898,,S
724,1,3,"Synth0724, Miss. Passenger",female,35.3,0,0,TS145050,7.3582,B142,S
725,0,1,"Synth0725, Mr. Passenger",male,15.0,0,0,TS377649,102.5789,,Q
726,0,1,"Synth0726, Mr. Passenger",male,7.8,0,3,TS804901,84.6065,A59,S
727,0,2,"Synth0727, Miss. Passenger",male,24.5,0,0,TS553046,23.7953,,Q
728,1,1,"Synth0728, Miss. Passenger",female,,0,0,TS060590,64.7757,,S
729,0,3,"Synth0729, Mr. Passenger",male,50.9,0,0,TS918516,25.959,,S
730,0,3,"Synth0730, Mr. Passenger",male,39.2,2,0,TS405447,12.3443,C129,C
731,1,2,"Synth0731, Mr. Passenger",male,9.9,0,0,TS391199,48.5611,,S
732,1,1,"Synth0732, Mr. Passenger",female,26.0,0,0,TS819494,56.5781,,S
733,1,1,"Synth0733, Mr. Passenger",male,32.3,0,0,TS377578,121.7817,,Q
734,0,2,"Synth0734, Mr. Passenger",male,31.3,0,1,TS617567,19.4121,,S
735,1,1,"Synth0735, Mr. Passenger",female,36.0,3,1,TS921258,71.3035,,S
736,0,3,"Synth0736, Miss. Passenger",male,17.1,2,0,TS518547,17.834,,C
737,0,1,"Synth0737, Miss. Passenger",male,,0,2,TS614496,72.3294,D81,C
738,0,2,"Synth0738, Miss. Passenger",male,34.5,0,3,TS354279,5.2843,,Q
739,0,2,"Synth0739, Mrs. Passenger",male,39.7,0,0,TS890778,4.3245,,C
740,0,2,"Synth0740, Mrs. Passenger",male,,0,0,TS075980,37.7862,,S
741,1,1,"Synth0741, Mr. Passenger",female,24.5,0,0,TS277077,155.3912,A16,Q
742,0,1,"Synth0742, Mrs. Passenger",male,0.4,0,0,TS990980,215.8292,,S
743,0,3,"Synth0743, Mr. Passenger",female,20.9,0,0,TS484640,12.8866,,S
744,1,1,"Synth0744, Mr. Passenger",female,,0,0,TS175598,44.0136,A36,S
745,0,3,"Synth0745, Master. Passenger",male,15.7,0,2,TS414328,10.5398,,C
746,0,3,"Synth0746, Miss. Passenger",male,,0,0,TS256052,13.0745,,S
747,0,2,"Synth0747, Mr. Passenger",female,28.3,0,1,TS525760,12.088,,C
748,0,2,"Synth0748, Miss. Passenger",male,0.4,0,0,TS236679,45.6051,,S
749,0,3,"Synth0749, Mr. Passenger",female,,0,0,TS399931,39.8332,C120,S
750,0,3,"Synth0750, Mr. Passenger",female,,0,1,TS908032,16.512,,S
751,0,2,"Synth0751, Mr. Passenger",male,,0,0,TS083285,19.8917,,S
752,1,2,"Synth0752, Mr. Passenger",male,12.3,0,0,TS763923,10.4672,E112,S
753,0,2,"Synth0753, Mrs. Passenger",male,29.4,1,0,TS079112,43.3345,C76,S
754,0,3,"Synth0754, Mr. Passenger",male,,2,0,TS457872,13.5056,,S
755,0,3,"Synth0755, Mr. Passenger",male,,0,0,TS668663,11.25,,S
756,0,1,"Synth0756, Dr. Passenger",male,30.6,0,0,TS955466,106.8476,,S
757,1,2,"Synth0757, Mr. Passenger",female,25.7,1,0,TS250832,14.9226,A33,S
758,1,3,"Synth0758, Mr. Passenger",female,9.0,0,0,TS053730,13.9906,D18,S
759,1,1,"Synth0759, Mr. Passenger",female,9.8,0,0,TS751097,40.8368,,S
760,0,3,"Synth0760, Mr. Passenger",male,21.4,0,0,TS893775,22.3873,,S
761,0,3,"Synth0761, Mr. Passenger",male,28.9,0,0,TS565491,12.3387,,S
762,1,1,"Synth0762, Mrs. Passenger",male,21.1,0,0,TS061366,149.9373,A65,S
763,0,1,"Synth0763, Miss. Passenger",male,37.1,0,0,TS501170,75.9632,,S
764,1,1,"Synth0764, Mr. Passenger",female,,0,0,TS391739,78.47,,S
765,0,3,"Synth0765, Mr. Passenger",male,,0,0,TS452029,7.0907,,S
766,1,1,"Synth0766, Mr. Passenger",male,25.4,0,0,TS054950,122.817,,S
767,1,1,"Synth0767, Miss. Passenger",female,,0,0,TS318034,54.2117,,S
768,0,1,"Synth0768, Mr. Passenger",male,33.2,0,2,TS998969,65.8649,B100,S
769,0,1,"Synth0769, Mr. Passenger",male,53.4,0,0,TS046749,84.044,E133,Q
770,0,3,"Synth0770, Dr. Passenger",male,20.3,0,0,TS914474,13.8123,,S
771,0,2,"Synth0771, Mrs. Passenger",male,28.0,0,0,TS518012,8.5223,,S
772,0,3,"Synth0772, Mr. Passenger",female,34.5,1,0,TS585213,11.5831,D123,C
773,0,3,"Synth0773, Mr. Passenger",male,28.7,0,0,TS933582,19.3475,,S
774,0,3,"Synth0774, Mr. Passenger",female,22.5,0,0,TS218626,10.7594,,S
775,1,1,"Synth0775, Dr. Passenger",female,8.9,0,0,TS984420,75.0722,,C
776,1,3,"Synth0776, Mr. Passenger",female,22.4,1,0,TS277500,14.0997,,S
777,0,3,"Synth0777, Mr. Passenger",male,15.0,1,0,TS349739,12.2065,,C
778,1,1,"Synth0778, Mr. Passenger",male,6.6,1,1,TS450093,50.1771,E81,S
779,0,3,"Synth0779, Mr. Passenger",female,,0,0,TS601934,12.7659,,S
780,0,3,"Synth0780, Mr. Passenger",male,15.4,0,2,TS323457,21.37,,S
781,0,2,"Synth0781, Miss. Passenger",male,36.6,0,0,TS793313,11.8242,,S
782,1,3,"Synth0782, Mr. Passenger",female,,0,1,TS022292,10.7802,E119,Q
783,0,3,"Synth0783, Miss. Passenger",male,17.2,0,0,TS666936,6.5152,,S
784,1,3,"Synth0784, Miss. Passenger",female,25.6,0,0,TS656599,20.8143,,S
785,1,3,"Synth0785, Mr. Passenger",female,,0,0,TS535018,12.4133,,S
786,1,2,"Synth0786, Mrs. Passenger",female,22.6,1,0,TS613813,13.0741,C139,S
787,0,3,"Synth0787, Miss. Passenger",male,,0,0,TS747934,13.6138,E9,S
788,0,2,"Synth0788, Mrs. Passenger",female,39.7,0,0,TS904405,10.9565,,C
789,1,3,"Synth0789, Mr. Passenger",male,,0,0,TS219163,7.7539,,S
790,1,3,"Synth0790, Mr. Passenger",female,42.7,1,0,TS477376,6.2644,,C
791,1,1,"Synth0791, Mr. Passenger",female,,2,2,TS562626,49.2755,B8,S
792,0,2,"Synth0792, Mrs. Passenger",female,12.8,0,0,TS345363,39.425,B80,S
793,0,2,"Synth0793, Mr. Passenger",male,,2,0,TS973884,13.8623,E90,S
794,0,1,"Synth0794, Mr. Passenger",male,50.7,1,0,TS512005,106.052,,S
795,0,1,"Synth0795, Mr. Passenger",male,35.4,1,0,TS593056,55.2941,,S
796,0,2,"Synth0796, Mr. Passenger",male,28.5,1,2,TS195500,29.2389,,S
797,1,1,"Synth0797, Miss. Passenger",male,0.5,0,0,TS416375,50.2885,D108,C
798,0,1,"Synth0798, Miss. Passenger",male,2.7,1,0,TS625914,85.6638,,C
799,1,3,"Synth0799, Miss. Passenger",male,30.7,0,0,TS428916,13.3481,,C
800,0,3,"Synth0800, Mr. Passenger",female,24.3,1,0,TS770262,41.6313,,Q
801,1,3,"Synth0801, Mr. Passenger",female,,0,0,TS137586,17.8172,,C
802,0,2,"Synth0802, Miss. Passenger",male,29.9,1,3,TS154308,14.869,B74,S
803,1,3,"Synth0803, Mr. Passenger",female,30.5,2,0,TS339650,18.3105,,S
804,1,3,"Synth0804, Mrs. Passenger",female,41.3,0,0,TS319064,37.8654,,C
805,0,1,"Synth0805, Mrs. Passenger",male,30.8,4,0,TS815637,37.1885,,Q
806,1,1,"Synth0806, Mr. Passenger",male,45.0,0,0,TS867932,55.1235,,Q
807,1,3,"Synth0807, Mr. Passenger",female,29.1,0,4,TS472485,11.5479,,C
808,1,1,"Synth0808, Mrs. Passenger",female,27.5,0,0,TS506025,68.1883,,S
809,0,3,"Synth0809, Mr. Passenger",female,42.8,1,0,TS295075,11.0074,,Q
810,0,3,"Synth0810, Miss. Passenger",female,,0,0,TS532304,6.7722,,Q
811,1,1,"Synth0811, Mr. Passenger",female,65.6,0,0,TS706761,169.4902,,S
812,1,1,"Synth0812, Mr. Passenger",male,,0,0,TS722685,41.2443,B64,C
813,0,3,"Synth0813, Mrs. Passenger",male,34.0,0,0,TS968998,11.7616,C57,S
814,0,3,"Synth0814, Mr. Passenger",male,35.8,0,1,TS578314,21.9302,,Q
815,1,1,"Synth0815, Mr. Passenger",female,53.4,1,0,TS340977,82.7418,,S
816,0,3,"Synth0816, Master. Passenger",male,,0,0,TS070510,7.9666,,C
817,0,3,"Synth0817, Mrs. Passenger",male,8.1,1,0,TS688225,6.6234,,S
818,0,3,"Synth0818, Mrs. Passenger",female,47.2,0,0,TS804156,11.5878,,S
819,0,3,"Synth0819, Miss. Passenger",male,24.6,5,0,TS552854,8.9034,,S
820,1,2,"Synth0820, Mr. Passenger",female,30.4,0,0,TS922912,22.1613,,S
821,0,1,"Synth0821, Mr. Passenger",male,12.4,0,0,TS317593,41.6829,B26,S
822,0,3,"Synth0822, Mr. Passenger",female,35.8,0,1,TS054223,19.5205,,Q
823,1,2,"Synth0823, Mr. Passenger",female,,0,0,TS633512,21.1895,,S
824,0,3,"Synth0824, Mr. Passenger",male,30.3,0,0,TS122128,14.2944,A115,C
825,0,3,"Synth0825, Mr. Passenger",female,,1,0,TS085031,26.722,,S
826,1,1,"Synth0826, Miss. Passenger",male,54.0,0,0,TS702272,67.4859,,S
827,0,3,"Synth0827, Mr. Passenger",male,,0,0,TS434963,9.0435,,C
828,1,1,"Synth0828, Mrs. Passenger",female,29.6,0,1,TS604868,63.8754,,S
829,0,3,"Synth0829, Miss. Passenger",female,29.8,5,0,TS747965,11.8069,,S
830,0,2,"Synth0830, Dr. Passenger",male,24.1,0,0,TS383134,19.1107,,C
831,0,3,"Synth0831, Mr. Passenger",male,,0,3,TS611468,8.5814,F121,C
832,0,3,"Synth0832, Miss. Passenger",female,,0,0,TS539708,4.7275,B138,S
833,0,2,"Synth0833, Miss. Passenger",male,23.5,0,0,TS580439,15.1087,D135,Q
834,0,3,"Synth0834, Mr. Passenger",male,41.7,0,0,TS703634,15.5625,,S
835,0,3,"Synth0835, Mr. Passenger",male,,0,0,TS381001,13.9165,,S
836,0,3,"Synth0836, Mr. Passenger",male,28.5,0,0,TS504971,23.6823,B103,S
837,0,3,"Synth0837, Mrs. Passenger",female,8.4,0,0,TS591552,34.5599,A66,S
838,0,3,"Synth0838, Mr. Passenger",male,38.2,0,0,TS141047,19.0034,,S
839,0,2,"Synth0839, Mr. Passenger",male,54.2,0,0,TS212372,39.9246,A57,C
840,0,3,"Synth0840, Miss. Passenger",female,,2,0,TS090346,19.0742,B69,S
841,1,1,"Synth0841, Mr. Passenger",male,,0,1,TS198825,197.5055,,S
842,0,3,"Synth0842, Mr. Passenger",female,18.0,0,0,TS439419,32.7983,,S
843,0,3,"Synth0843, Miss. Passenger",male,,0,0,TS937681,20.9164,,S
844,1,2,"Synth0844, Master. Passenger",female,16.7,0,0,TS922960,28.472,C62,S
845,1,1,"Synth0845, Miss. Passenger",female,26.0,1,0,TS763087,75.8078,,Q
846,1,3,"Synth0846, Mr. Passenger",female,39.0,0,0,TS558220,12.7341,,S
847,0,2,"Synth0847, Mr. Passenger",male,30.3,0,0,TS203322,16.8916,,S
848,0,3,"Synth0848, Mr. Passenger",male,10.6,0,0,TS358861,17.7356,F102,S
849,1,1,"Synth0849, Mr. Passenger",female,11.9,0,0,TS766512,58.5946,A76,S
850,0,3,"Synth0850, Mr. Passenger",male,11.0,2,0,TS908796,11.8153,,C
851,0,1,"Synth0851, Miss. Passenger",male,35.4,0,0,TS962540,25.8738,,Q
852,0,1,"Synth0852, Mrs. Passenger",male,55.8,0,0,TS389243,198.8124,,S
853,1,3,"Synth0853, Mr. Passenger",female,46.7,1,0,TS487142,11.6431,,S
854,1,3,"Synth0854, Mr. Passenger",female,,1,0,TS509636,16.3257,,S
855,0,1,"Synth0855, Mr. Passenger",male,47.5,0,0,TS057192,174.114,,S
856,1,3,"Synth0856, Mr. Passenger",female,41.2,0,0,TS117382,15.1061,E141,S
857,0,3,"Synth0857, Mrs. Passenger",male,8.9,0,0,TS046174,26.7657,,S
858,0,3,"Synth0858, Mr. Passenger",male,,1,0,TS737662,6.9872,,C
859,0,2,"Synth0859, Miss. Passenger",male,43.2,1,0,TS225123,66.3153,,S
860,0,3,"Synth0860, Mr. Passenger",male,36.2,0,0,TS700601,22.3875,A61,S
861,0,3,"Synth0861, Mr. Passenger",male,12.0,1,0,TS375900,14.4335,,S
862,0,3,"Synth0862, Dr. Passenger",female,36.9,0,2,TS794448,26.5091,,C
863,1,3,"Synth0863, Mr. Passenger",female,,0,0,TS116414,7.2473,,S
864,0,3,"Synth0864, Mr. Passenger",male,26.1,0,1,TS325865,11.2531,,S
865,0,1,"Synth0865, Mrs. Passenger",male,43.8,1,0,TS205613,172.9395,,C
866,0,3,"Synth0866, Mr. Passenger",male,29.2,0,0,TS436616,5.1111,,S
867,0,3,"Synth0867, Mr. Passenger",female,22.5,0,0,TS562420,17.2046,,Q
868,0,3,"Synth0868, Mr. Passenger",female,40.6,0,0,TS169173,16.963,,S
869,0,1,"Synth0869, Mr. Passenger",female,41.7,1,0,TS667329,224.8491,,S
870,0,1,"Synth0870, Mr. Passenger",male,,1,1,TS964539,38.0667,,Q
871,0,3,"Synth0871, Mr. Passenger",male,40.4,0,0,TS044243,29.0717,,S
872,0,1,"Synth0872, Miss. Passenger",male,,0,0,TS086991,63.5026,,S
873,0,3,"Synth0873, Miss. Passenger",male,38.5,2,0,TS952261,10.3962,,S
874,0,2,"Synth0874, Mr. Passenger",male,32.5,1,0,TS649363,10.8561,D134,C
875,0,3,"Synth0875, Mr. Passenger",male,30.2,0,1,TS919722,7.546,F28,C
876,1,3,"Synth0876, Mr. Passenger",female,25.9,0,0,TS705551,15.9062,,S
877,1,2,"Synth0877, Mr. Passenger",male,13.2,1,0,TS717605,11.4681,,Q
878,0,2,"Synth0878, Mr. Passenger",male,,2,2,TS158578,28.9588,E77,S
879,0,3,"Synth0879, Miss. Passenger",female,,0,2,TS512318,9.3322,F31,S
880,0,3,"Synth0880, Mr. Passenger",male,,0,0,TS365957,7.0882,,S
881,1,2,"Synth0881, Mr. Passenger",female,47.7,0,0,TS833791,15.3609,,S
882,0,3,"Synth0882, Mrs. Passenger",male,28.5,1,1,TS044083,15.3836,,C
883,1,3,"Synth0883, Miss. Passenger",female,42.0,0,0,TS019149,11.3166,D123,S
884,0,3,"Synth0884, Mr. Passenger",male,43.0,0,0,TS557051,13.2243,,S
885,0,1,"Synth0885, Mr. Passenger",male,26.0,0,0,TS970471,118.9758,,S
886,1,2,"Synth0886, Master. Passenger",female,36.7,1,2,TS994942,34.3617,,C
887,0,2,"Synth0887, Mr. Passenger",male,,1,2,TS593950,17.1275,,Q
888,0,1,"Synth0888, Mrs. Passenger",male,46.2,2,0,TS430454,49.8344,,S
889,0,1,"Synth0889, Mrs. Passenger",male,37.3,0,0,TS273649,87.2575,,S
890,0,3,"Synth0890, Mr. Passenger",male,13.5,1,0,TS990017,16.4492,E111,
891,1,2,"Synth0891, Mr. Passenger",female,31.1,1,0,TS184050,9.6347,B38,S
